"Variable","N","Percent","N","Percent","N","Percent","N","Percent","N","Percent","N","Percent","N","Percent","Test"
"... 9433","0","0","0","0","1","0","0","0","0","0","0","0","0","0",""
"birthyear","","","","","","","","","","","","","","","X2=675.415"
"... 1908","0","0","1","0","1","0","0","0","0","0","0","0","0","0",""
"... 1912","0","0","0","0","1","0","0","0","0","0","1","0","0","0",""
"... 1913","0","0","1","0","1","0","0","0","0","0","0","0","0","0",""
"... 1914","1","0","3","0","0","0","0","0","0","0","0","0","2","0",""
"... 1915","0","0","0","0","1","0","0","0","1","0","0","0","1","0",""
"... 1916","1","0","1","0","1","0","2","0","1","0","1","0","0","0",""
"... 1917","5","0","0","0","4","0","1","0","3","0","2","0","2","0",""
"... 1918","8","0","6","0","3","0","2","0","6","0","4","0","8","0",""
"... 1919","9","0","6","0","5","0","2","0","8","0","3","0","5","0",""
"... 1920","10","0","8","0","14","0","6","0","11","0","10","0","11","0",""
"... 1921","22","0","18","0","15","0","22","0","22","0","17","0","25","0",""
"... 1922","24","0","14","0","29","0","28","0","27","0","22","0","29","0",""
"... 1923","34","0","33","0","49","0.001","26","0","41","0.001","45","0.001","29","0",""
"... 1924","59","0.001","49","0.001","43","0.001","51","0.001","45","0.001","41","0.001","58","0.001",""
"... 1925","69","0.001","54","0.001","75","0.001","66","0.001","65","0.001","58","0.001","67","0.001",""
"... 1926","78","0.001","60","0.001","99","0.001","65","0.001","74","0.001","64","0.001","89","0.001",""
"... 1927","88","0.001","84","0.001","102","0.001","111","0.002","85","0.001","102","0.001","83","0.001",""
"... 1928","109","0.002","117","0.002","142","0.002","107","0.002","126","0.002","108","0.002","113","0.002",""
"... 1929","148","0.002","175","0.003","139","0.002","138","0.002","146","0.002","156","0.002","140","0.002",""
"... 1930","157","0.002","177","0.003","177","0.003","178","0.003","183","0.003","171","0.002","180","0.003",""
"... 1931","208","0.003","175","0.003","197","0.003","184","0.003","201","0.003","165","0.002","181","0.003",""
"... 1932","213","0.003","202","0.003","221","0.003","187","0.003","213","0.003","225","0.003","222","0.003",""
"... 1933","207","0.003","226","0.003","217","0.003","200","0.003","196","0.003","230","0.003","198","0.003",""
"... 1934","243","0.004","232","0.003","224","0.003","222","0.003","233","0.003","225","0.003","250","0.004",""
"... 1935","236","0.003","216","0.003","245","0.004","251","0.004","286","0.004","268","0.004","271","0.004",""
"... 1936","286","0.004","228","0.003","277","0.004","262","0.004","235","0.003","273","0.004","296","0.004",""
"... 1937","261","0.004","269","0.004","277","0.004","276","0.004","276","0.004","244","0.004","281","0.004",""
"... 1938","283","0.004","289","0.004","275","0.004","263","0.004","267","0.004","267","0.004","278","0.004",""
"... 1939","267","0.004","305","0.004","279","0.004","291","0.004","302","0.004","305","0.004","312","0.005",""
"... 1940","274","0.004","300","0.004","264","0.004","262","0.004","275","0.004","291","0.004","288","0.004",""
"... 1941","309","0.004","284","0.004","289","0.004","292","0.004","301","0.004","293","0.004","286","0.004",""
"... 1942","290","0.004","321","0.005","250","0.004","290","0.004","283","0.004","316","0.005","290","0.004",""
"... 1943","329","0.005","319","0.005","334","0.005","292","0.004","315","0.005","296","0.004","322","0.005",""
"... 1944","325","0.005","321","0.005","309","0.005","338","0.005","291","0.004","339","0.005","339","0.005",""
"... 1945","307","0.004","342","0.005","307","0.004","325","0.005","306","0.004","307","0.004","318","0.005",""
"... 1946","326","0.005","305","0.004","338","0.005","336","0.005","319","0.005","317","0.005","298","0.004",""
"... 1947","291","0.004","329","0.005","339","0.005","318","0.005","311","0.005","351","0.005","300","0.004",""
"... 1948","369","0.005","327","0.005","393","0.006","374","0.005","362","0.005","349","0.005","365","0.005",""
"... 1949","380","0.006","353","0.005","361","0.005","354","0.005","375","0.005","391","0.006","380","0.006",""
"... 1950","396","0.006","372","0.005","387","0.006","365","0.005","390","0.006","389","0.006","369","0.005",""
"... 1951","352","0.005","383","0.006","377","0.005","370","0.005","380","0.006","380","0.006","381","0.006",""
"... 1952","374","0.005","426","0.006","402","0.006","400","0.006","385","0.006","371","0.005","402","0.006",""
"... 1953","410","0.006","371","0.005","384","0.006","393","0.006","406","0.006","369","0.005","393","0.006",""
"... 1954","428","0.006","440","0.006","434","0.006","408","0.006","434","0.006","424","0.006","451","0.007",""
"... 1955","451","0.007","438","0.006","434","0.006","490","0.007","431","0.006","467","0.007","455","0.007",""
"... 1956","488","0.007","482","0.007","500","0.007","547","0.008","502","0.007","494","0.007","494","0.007",""
"... 1957","536","0.008","449","0.007","486","0.007","503","0.007","492","0.007","482","0.007","529","0.008",""
"... 1958","515","0.007","512","0.007","570","0.008","556","0.008","545","0.008","564","0.008","527","0.008",""
"... 1959","535","0.008","513","0.007","548","0.008","485","0.007","490","0.007","523","0.008","530","0.008",""
"... 1960","520","0.008","536","0.008","524","0.008","503","0.007","523","0.008","511","0.007","517","0.008",""
"... 1961","522","0.008","526","0.008","552","0.008","544","0.008","509","0.007","502","0.007","540","0.008",""
"... 1962","506","0.007","562","0.008","538","0.008","524","0.008","520","0.008","584","0.008","559","0.008",""
"... 1963","580","0.008","550","0.008","555","0.008","564","0.008","558","0.008","594","0.009","581","0.008",""
"... 1964","626","0.009","606","0.009","597","0.009","624","0.009","631","0.009","646","0.009","626","0.009",""
"... 1965","614","0.009","649","0.009","640","0.009","577","0.008","592","0.009","636","0.009","569","0.008",""
"... 1966","644","0.009","613","0.009","600","0.009","610","0.009","640","0.009","650","0.009","631","0.009",""
"... 1967","639","0.009","641","0.009","621","0.009","616","0.009","704","0.01","622","0.009","634","0.009",""
"... 1968","673","0.01","719","0.01","648","0.009","681","0.01","699","0.01","682","0.01","683","0.01",""
"... 1969","732","0.011","719","0.01","656","0.01","703","0.01","755","0.011","676","0.01","731","0.011",""
"... 1970","743","0.011","723","0.011","719","0.01","716","0.01","692","0.01","666","0.01","716","0.01",""
"... 1971","738","0.011","759","0.011","749","0.011","701","0.01","816","0.012","686","0.01","724","0.011",""
"... 1972","776","0.011","678","0.01","736","0.011","779","0.011","725","0.011","705","0.01","738","0.011",""
"... 1973","744","0.011","769","0.011","776","0.011","716","0.01","741","0.011","779","0.011","755","0.011",""
"... 1974","737","0.011","805","0.012","796","0.012","811","0.012","763","0.011","826","0.012","709","0.01",""
"... 1975","844","0.012","819","0.012","808","0.012","861","0.012","871","0.013","807","0.012","811","0.012",""
"... 1976","909","0.013","850","0.012","899","0.013","901","0.013","865","0.013","874","0.013","872","0.013",""
"... 1977","872","0.013","965","0.014","884","0.013","911","0.013","857","0.012","919","0.013","916","0.013",""
"... 1978","1020","0.015","945","0.014","1008","0.015","996","0.014","962","0.014","960","0.014","976","0.014",""
"... 1979","981","0.014","1015","0.015","1021","0.015","982","0.014","1022","0.015","959","0.014","1018","0.015",""
"... 1980","1060","0.015","1134","0.016","1010","0.015","1071","0.016","1033","0.015","1078","0.016","1109","0.016",""
"... 1981","1125","0.016","1151","0.017","1072","0.016","1075","0.016","1113","0.016","1069","0.016","1065","0.016",""
"... 1982","1158","0.017","1126","0.016","1104","0.016","1105","0.016","1080","0.016","1151","0.017","1103","0.016",""
"... 1983","1137","0.017","1072","0.016","1119","0.016","1067","0.015","1074","0.016","1088","0.016","1026","0.015",""
"... 1984","1096","0.016","1095","0.016","1126","0.016","1155","0.017","1089","0.016","1084","0.016","1138","0.017",""
"... 1985","1065","0.015","1115","0.016","1117","0.016","1166","0.017","1079","0.016","1114","0.016","1093","0.016",""
"... 1986","1106","0.016","1106","0.016","1121","0.016","1132","0.016","1083","0.016","1127","0.016","1055","0.015",""
"... 1987","1109","0.016","1091","0.016","1107","0.016","1126","0.016","1070","0.016","1083","0.016","1032","0.015",""
"... 1988","1098","0.016","1065","0.015","1035","0.015","1029","0.015","1049","0.015","1080","0.016","1140","0.017",""
"... 1989","1079","0.016","1145","0.017","1022","0.015","1094","0.016","1050","0.015","1066","0.015","1005","0.015",""
"... 1990","1085","0.016","1084","0.016","1022","0.015","1098","0.016","1063","0.015","1068","0.016","1089","0.016",""
"... 1991","1051","0.015","1045","0.015","1066","0.016","1065","0.015","1035","0.015","1102","0.016","1035","0.015",""
"... 1992","1035","0.015","1098","0.016","1117","0.016","1124","0.016","1104","0.016","1027","0.015","1065","0.016",""
"... 1993","1090","0.016","1078","0.016","1069","0.016","1056","0.015","1160","0.017","1100","0.016","1073","0.016",""
"... 1994","1100","0.016","1120","0.016","1097","0.016","1112","0.016","1081","0.016","1135","0.017","1096","0.016",""
"... 1995","1237","0.018","1113","0.016","1220","0.018","1180","0.017","1114","0.016","1190","0.017","1116","0.016",""
"... 1996","1174","0.017","1215","0.018","1212","0.018","1235","0.018","1242","0.018","1156","0.017","1204","0.018",""
"... 1997","1272","0.018","1280","0.019","1221","0.018","1242","0.018","1261","0.018","1264","0.018","1309","0.019",""
"... 1998","1355","0.02","1366","0.02","1347","0.02","1393","0.02","1366","0.02","1354","0.02","1374","0.02",""
"... 1999","1628","0.024","1577","0.023","1541","0.022","1586","0.023","1567","0.023","1496","0.022","1593","0.023",""
"... 2000","1850","0.027","1931","0.028","1763","0.026","1792","0.026","1800","0.026","1833","0.027","1818","0.027",""
"... 2001","2088","0.03","2073","0.03","2073","0.03","2055","0.03","2143","0.031","2059","0.03","2021","0.029",""
"... 2002","1876","0.027","1827","0.027","1949","0.028","1972","0.029","1884","0.027","1901","0.028","1837","0.027",""
"... 2003","773","0.011","808","0.012","773","0.011","781","0.011","727","0.011","771","0.011","776","0.011",""
"... 2004","795","0.012","759","0.011","780","0.011","724","0.01","732","0.011","723","0.011","759","0.011",""
"... 2005","779","0.011","767","0.011","812","0.012","815","0.012","754","0.011","764","0.011","749","0.011",""
"... 2006","773","0.011","797","0.012","846","0.012","800","0.012","799","0.012","789","0.011","783","0.011",""
"... 2007","780","0.011","850","0.012","793","0.012","843","0.012","798","0.012","838","0.012","822","0.012",""
"... 2008","835","0.012","824","0.012","813","0.012","858","0.012","852","0.012","887","0.013","862","0.013",""
"... 2009","844","0.012","789","0.011","795","0.012","830","0.012","808","0.012","835","0.012","852","0.012",""
"... 2010","799","0.012","845","0.012","832","0.012","881","0.013","831","0.012","847","0.012","874","0.013",""
"... 2011","878","0.013","867","0.013","845","0.012","867","0.013","906","0.013","866","0.013","869","0.013",""
"... 2012","863","0.013","962","0.014","926","0.013","951","0.014","928","0.014","916","0.013","942","0.014",""
"... 2013","968","0.014","893","0.013","951","0.014","955","0.014","911","0.013","926","0.013","939","0.014",""
"... 2014","955","0.014","966","0.014","983","0.014","989","0.014","1077","0.016","984","0.014","896","0.013",""
"... 2015","1006","0.015","1034","0.015","973","0.014","1026","0.015","1036","0.015","1042","0.015","983","0.014",""
"... 2016","932","0.014","953","0.014","992","0.014","1012","0.015","977","0.014","1067","0.016","1026","0.015",""
"... 2017","922","0.013","943","0.014","933","0.014","980","0.014","897","0.013","987","0.014","905","0.013",""
"... 2018","956","0.014","900","0.013","981","0.014","938","0.014","969","0.014","972","0.014","993","0.014",""
"... 2019","766","0.011","759","0.011","740","0.011","726","0.011","753","0.011","735","0.011","754","0.011",""
"... 2020","186","0.003","206","0.003","221","0.003","199","0.003","205","0.003","202","0.003","194","0.003",""
