"Variable","N","Percent","N","Percent","N","Percent","N","Percent","N","Percent","N","Percent","N","Percent","Test"
"... 9433","0","0","1","0","0","0","0","0","0","0","0","0","0","0",""
"birthyear","","","","","","","","","","","","","","","X2=684.856"
"... 1908","0","0","1","0","0","0","0","0","0","0","1","0","0","0",""
"... 1912","0","0","1","0","1","0","0","0","0","0","0","0","0","0",""
"... 1913","0","0","0","0","0","0","1","0","0","0","1","0","0","0",""
"... 1914","1","0","2","0","0","0","0","0","1","0","1","0","1","0",""
"... 1915","0","0","0","0","0","0","0","0","0","0","2","0","1","0",""
"... 1916","1","0","0","0","0","0","1","0","2","0","1","0","2","0",""
"... 1917","5","0","1","0","0","0","3","0","3","0","3","0","2","0",""
"... 1918","5","0","7","0","6","0","3","0","6","0","7","0","3","0",""
"... 1919","3","0","4","0","10","0","5","0","5","0","5","0","6","0",""
"... 1920","13","0","9","0","13","0","11","0","6","0","5","0","13","0",""
"... 1921","21","0","17","0","16","0","18","0","30","0","22","0","17","0",""
"... 1922","23","0","28","0","28","0","22","0","23","0","19","0","30","0",""
"... 1923","32","0","42","0.001","42","0.001","36","0.001","34","0","28","0","43","0.001",""
"... 1924","44","0.001","55","0.001","47","0.001","54","0.001","45","0.001","43","0.001","58","0.001",""
"... 1925","72","0.001","52","0.001","64","0.001","63","0.001","55","0.001","75","0.001","73","0.001",""
"... 1926","83","0.001","64","0.001","72","0.001","80","0.001","71","0.001","87","0.001","72","0.001",""
"... 1927","80","0.001","105","0.002","92","0.001","100","0.001","79","0.001","103","0.001","96","0.001",""
"... 1928","114","0.002","128","0.002","115","0.002","108","0.002","121","0.002","104","0.002","132","0.002",""
"... 1929","139","0.002","155","0.002","166","0.002","144","0.002","123","0.002","163","0.002","152","0.002",""
"... 1930","180","0.003","191","0.003","153","0.002","172","0.003","163","0.002","189","0.003","175","0.003",""
"... 1931","173","0.003","198","0.003","172","0.003","186","0.003","211","0.003","180","0.003","191","0.003",""
"... 1932","216","0.003","233","0.003","214","0.003","235","0.003","178","0.003","204","0.003","203","0.003",""
"... 1933","190","0.003","235","0.003","211","0.003","203","0.003","220","0.003","191","0.003","224","0.003",""
"... 1934","200","0.003","245","0.004","243","0.004","252","0.004","226","0.003","229","0.003","234","0.003",""
"... 1935","235","0.003","260","0.004","270","0.004","271","0.004","270","0.004","254","0.004","213","0.003",""
"... 1936","280","0.004","288","0.004","254","0.004","237","0.003","267","0.004","259","0.004","272","0.004",""
"... 1937","240","0.004","273","0.004","307","0.004","247","0.004","269","0.004","255","0.004","293","0.004",""
"... 1938","277","0.004","281","0.004","286","0.004","288","0.004","262","0.004","279","0.004","249","0.004",""
"... 1939","263","0.004","302","0.004","318","0.005","294","0.004","318","0.005","299","0.004","267","0.004",""
"... 1940","279","0.004","257","0.004","275","0.004","277","0.004","286","0.004","290","0.004","290","0.004",""
"... 1941","276","0.004","314","0.005","292","0.004","276","0.004","274","0.004","312","0.005","310","0.004",""
"... 1942","276","0.004","296","0.004","259","0.004","279","0.004","308","0.004","289","0.004","333","0.005",""
"... 1943","301","0.004","310","0.005","311","0.005","316","0.005","311","0.005","326","0.005","332","0.005",""
"... 1944","287","0.004","347","0.005","324","0.005","323","0.005","329","0.005","301","0.004","351","0.005",""
"... 1945","325","0.005","314","0.005","325","0.005","330","0.005","292","0.004","327","0.005","299","0.004",""
"... 1946","287","0.004","318","0.005","337","0.005","307","0.004","339","0.005","334","0.005","317","0.005",""
"... 1947","313","0.005","327","0.005","307","0.004","339","0.005","345","0.005","278","0.004","330","0.005",""
"... 1948","340","0.005","387","0.006","350","0.005","342","0.005","355","0.005","402","0.006","363","0.005",""
"... 1949","395","0.006","337","0.005","352","0.005","359","0.005","394","0.006","374","0.005","383","0.006",""
"... 1950","365","0.005","369","0.005","368","0.005","416","0.006","363","0.005","406","0.006","381","0.005",""
"... 1951","365","0.005","361","0.005","387","0.006","350","0.005","380","0.006","404","0.006","376","0.005",""
"... 1952","428","0.006","395","0.006","373","0.005","358","0.005","421","0.006","406","0.006","379","0.005",""
"... 1953","396","0.006","380","0.006","368","0.005","379","0.006","415","0.006","402","0.006","386","0.006",""
"... 1954","453","0.007","417","0.006","415","0.006","448","0.007","432","0.006","428","0.006","426","0.006",""
"... 1955","428","0.006","439","0.006","463","0.007","487","0.007","471","0.007","452","0.007","426","0.006",""
"... 1956","506","0.007","516","0.008","501","0.007","489","0.007","519","0.008","494","0.007","482","0.007",""
"... 1957","530","0.008","446","0.007","508","0.007","486","0.007","474","0.007","518","0.008","515","0.007",""
"... 1958","538","0.008","520","0.008","550","0.008","539","0.008","546","0.008","529","0.008","567","0.008",""
"... 1959","512","0.007","494","0.007","532","0.008","508","0.007","498","0.007","539","0.008","541","0.008",""
"... 1960","513","0.007","518","0.008","553","0.008","503","0.007","544","0.008","488","0.007","515","0.007",""
"... 1961","524","0.008","496","0.007","540","0.008","541","0.008","531","0.008","519","0.008","544","0.008",""
"... 1962","537","0.008","522","0.008","545","0.008","508","0.007","535","0.008","571","0.008","575","0.008",""
"... 1963","553","0.008","583","0.009","541","0.008","533","0.008","613","0.009","570","0.008","589","0.008",""
"... 1964","588","0.009","601","0.009","651","0.009","641","0.009","614","0.009","630","0.009","631","0.009",""
"... 1965","590","0.009","602","0.009","624","0.009","650","0.009","631","0.009","608","0.009","572","0.008",""
"... 1966","649","0.009","612","0.009","647","0.009","638","0.009","594","0.009","631","0.009","617","0.009",""
"... 1967","676","0.01","649","0.009","598","0.009","626","0.009","646","0.009","635","0.009","647","0.009",""
"... 1968","699","0.01","626","0.009","646","0.009","720","0.011","649","0.009","730","0.011","715","0.01",""
"... 1969","714","0.01","728","0.011","698","0.01","678","0.01","705","0.01","707","0.01","742","0.011",""
"... 1970","722","0.011","734","0.011","703","0.01","689","0.01","743","0.011","668","0.01","716","0.01",""
"... 1971","723","0.011","697","0.01","694","0.01","755","0.011","733","0.011","753","0.011","818","0.012",""
"... 1972","731","0.011","701","0.01","724","0.011","750","0.011","777","0.011","706","0.01","748","0.011",""
"... 1973","739","0.011","751","0.011","760","0.011","723","0.011","760","0.011","781","0.011","766","0.011",""
"... 1974","808","0.012","805","0.012","752","0.011","778","0.011","711","0.01","815","0.012","778","0.011",""
"... 1975","837","0.012","825","0.012","816","0.012","861","0.013","826","0.012","836","0.012","820","0.012",""
"... 1976","843","0.012","900","0.013","920","0.013","853","0.012","900","0.013","832","0.012","922","0.013",""
"... 1977","917","0.013","933","0.014","924","0.013","857","0.013","886","0.013","897","0.013","910","0.013",""
"... 1978","988","0.014","993","0.014","985","0.014","984","0.014","1025","0.015","944","0.014","948","0.014",""
"... 1979","996","0.015","935","0.014","1019","0.015","975","0.014","993","0.014","1035","0.015","1045","0.015",""
"... 1980","1089","0.016","1019","0.015","1064","0.015","1114","0.016","1094","0.016","1064","0.015","1051","0.015",""
"... 1981","1080","0.016","1026","0.015","1099","0.016","1127","0.016","1164","0.017","1073","0.016","1101","0.016",""
"... 1982","1134","0.017","1092","0.016","1127","0.016","1106","0.016","1123","0.016","1104","0.016","1141","0.016",""
"... 1983","1097","0.016","1084","0.016","1089","0.016","1084","0.016","1071","0.016","1045","0.015","1113","0.016",""
"... 1984","1088","0.016","1109","0.016","1125","0.016","1168","0.017","1035","0.015","1152","0.017","1106","0.016",""
"... 1985","1113","0.016","1128","0.016","1084","0.016","1102","0.016","1129","0.016","1066","0.015","1127","0.016",""
"... 1986","1107","0.016","1103","0.016","1118","0.016","1084","0.016","1099","0.016","1118","0.016","1101","0.016",""
"... 1987","1054","0.015","1097","0.016","1089","0.016","1112","0.016","1088","0.016","1087","0.016","1091","0.016",""
"... 1988","1097","0.016","1083","0.016","1064","0.015","1048","0.015","1010","0.015","1071","0.016","1123","0.016",""
"... 1989","1066","0.016","1005","0.015","1015","0.015","1084","0.016","1094","0.016","1113","0.016","1084","0.016",""
"... 1990","1094","0.016","1051","0.015","1084","0.016","1068","0.016","1049","0.015","1022","0.015","1141","0.016",""
"... 1991","1028","0.015","1081","0.016","1094","0.016","1062","0.016","1074","0.016","1021","0.015","1039","0.015",""
"... 1992","1095","0.016","1094","0.016","1087","0.016","1117","0.016","1064","0.015","1026","0.015","1087","0.016",""
"... 1993","1086","0.016","1055","0.015","1143","0.017","1053","0.015","1074","0.016","1116","0.016","1099","0.016",""
"... 1994","1083","0.016","1087","0.016","1149","0.017","1080","0.016","1110","0.016","1136","0.016","1096","0.016",""
"... 1995","1159","0.017","1186","0.017","1192","0.017","1165","0.017","1148","0.017","1195","0.017","1125","0.016",""
"... 1996","1195","0.017","1142","0.017","1226","0.018","1202","0.018","1278","0.019","1211","0.018","1184","0.017",""
"... 1997","1271","0.019","1267","0.018","1296","0.019","1199","0.018","1290","0.019","1255","0.018","1271","0.018",""
"... 1998","1306","0.019","1348","0.02","1404","0.02","1369","0.02","1323","0.019","1366","0.02","1439","0.021",""
"... 1999","1567","0.023","1618","0.024","1592","0.023","1605","0.023","1531","0.022","1546","0.022","1529","0.022",""
"... 2000","1780","0.026","1860","0.027","1778","0.026","1808","0.026","1785","0.026","1876","0.027","1900","0.027",""
"... 2001","2063","0.03","2058","0.03","2051","0.03","2004","0.029","2117","0.031","2128","0.031","2091","0.03",""
"... 2002","1878","0.027","1954","0.029","1864","0.027","1953","0.029","1850","0.027","1844","0.027","1903","0.027",""
"... 2003","819","0.012","745","0.011","819","0.012","761","0.011","782","0.011","763","0.011","720","0.01",""
"... 2004","764","0.011","723","0.011","785","0.011","770","0.011","773","0.011","723","0.01","734","0.011",""
"... 2005","787","0.011","793","0.012","741","0.011","829","0.012","765","0.011","787","0.011","738","0.011",""
"... 2006","826","0.012","801","0.012","774","0.011","773","0.011","805","0.012","804","0.012","804","0.012",""
"... 2007","823","0.012","822","0.012","774","0.011","815","0.012","850","0.012","853","0.012","787","0.011",""
"... 2008","831","0.012","798","0.012","888","0.013","846","0.012","855","0.012","861","0.012","852","0.012",""
"... 2009","846","0.012","788","0.012","825","0.012","768","0.011","790","0.012","878","0.013","858","0.012",""
"... 2010","820","0.012","814","0.012","874","0.013","857","0.013","811","0.012","873","0.013","860","0.012",""
"... 2011","903","0.013","894","0.013","849","0.012","827","0.012","856","0.012","865","0.013","904","0.013",""
"... 2012","960","0.014","962","0.014","940","0.014","887","0.013","913","0.013","938","0.014","888","0.013",""
"... 2013","904","0.013","963","0.014","892","0.013","952","0.014","931","0.014","936","0.014","965","0.014",""
"... 2014","986","0.014","989","0.014","930","0.014","993","0.014","972","0.014","981","0.014","999","0.014",""
"... 2015","986","0.014","1055","0.015","1026","0.015","1016","0.015","1025","0.015","1010","0.015","982","0.014",""
"... 2016","954","0.014","1052","0.015","954","0.014","951","0.014","990","0.014","1000","0.015","1058","0.015",""
"... 2017","949","0.014","953","0.014","908","0.013","895","0.013","922","0.013","980","0.014","960","0.014",""
"... 2018","994","0.015","948","0.014","945","0.014","968","0.014","916","0.013","949","0.014","989","0.014",""
"... 2019","746","0.011","715","0.01","741","0.011","759","0.011","756","0.011","744","0.011","772","0.011",""
"... 2020","199","0.003","196","0.003","202","0.003","222","0.003","211","0.003","200","0.003","183","0.003",""
