"Variable","N","Percent","N","Percent","N","Percent","N","Percent","N","Percent","N","Percent","N","Percent","Test"
"... 9433","0","0","0","0","0","0","0","0","0","0","0","0","1","0",""
"birthyear","","","","","","","","","","","","","","","X2=677.407"
"... 1908","0","0","0","0","0","0","0","0","0","0","1","0","1","0",""
"... 1912","2","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"... 1913","0","0","2","0","0","0","0","0","0","0","0","0","0","0",""
"... 1914","1","0","0","0","1","0","1","0","0","0","0","0","3","0",""
"... 1915","0","0","0","0","0","0","0","0","1","0","0","0","2","0",""
"... 1916","1","0","0","0","0","0","2","0","0","0","1","0","3","0",""
"... 1917","2","0","3","0","3","0","2","0","3","0","3","0","1","0",""
"... 1918","6","0","4","0","4","0","6","0","2","0","3","0","12","0",""
"... 1919","10","0","6","0","5","0","5","0","2","0","7","0","3","0",""
"... 1920","13","0","7","0","11","0","16","0","11","0","7","0","5","0",""
"... 1921","17","0","16","0","19","0","19","0","22","0","26","0","22","0",""
"... 1922","26","0","30","0","21","0","30","0","25","0","24","0","17","0",""
"... 1923","29","0","35","0.001","48","0.001","34","0","36","0.001","35","0.001","40","0.001",""
"... 1924","56","0.001","58","0.001","50","0.001","37","0.001","52","0.001","46","0.001","47","0.001",""
"... 1925","68","0.001","82","0.001","63","0.001","62","0.001","58","0.001","61","0.001","60","0.001",""
"... 1926","67","0.001","79","0.001","77","0.001","89","0.001","83","0.001","77","0.001","57","0.001",""
"... 1927","89","0.001","99","0.001","94","0.001","92","0.001","104","0.002","82","0.001","95","0.001",""
"... 1928","119","0.002","130","0.002","120","0.002","111","0.002","115","0.002","107","0.002","120","0.002",""
"... 1929","145","0.002","136","0.002","163","0.002","161","0.002","149","0.002","148","0.002","140","0.002",""
"... 1930","188","0.003","173","0.002","175","0.003","152","0.002","195","0.003","179","0.003","161","0.002",""
"... 1931","187","0.003","202","0.003","176","0.003","180","0.003","184","0.003","198","0.003","184","0.003",""
"... 1932","226","0.003","217","0.003","192","0.003","185","0.003","213","0.003","246","0.004","204","0.003",""
"... 1933","197","0.003","209","0.003","210","0.003","213","0.003","235","0.003","205","0.003","205","0.003",""
"... 1934","242","0.003","230","0.003","209","0.003","242","0.004","223","0.003","250","0.004","233","0.003",""
"... 1935","286","0.004","252","0.004","257","0.004","253","0.004","223","0.003","263","0.004","239","0.003",""
"... 1936","282","0.004","246","0.004","295","0.004","264","0.004","272","0.004","260","0.004","238","0.003",""
"... 1937","281","0.004","260","0.004","246","0.004","281","0.004","292","0.004","292","0.004","232","0.003",""
"... 1938","259","0.004","306","0.004","288","0.004","275","0.004","264","0.004","285","0.004","245","0.004",""
"... 1939","288","0.004","288","0.004","296","0.004","324","0.005","284","0.004","297","0.004","284","0.004",""
"... 1940","265","0.004","273","0.004","269","0.004","292","0.004","288","0.004","265","0.004","302","0.004",""
"... 1941","323","0.005","282","0.004","290","0.004","304","0.004","298","0.004","288","0.004","269","0.004",""
"... 1942","298","0.004","294","0.004","280","0.004","280","0.004","304","0.004","290","0.004","294","0.004",""
"... 1943","292","0.004","284","0.004","315","0.005","333","0.005","328","0.005","349","0.005","306","0.004",""
"... 1944","323","0.005","347","0.005","309","0.004","297","0.004","350","0.005","316","0.005","320","0.005",""
"... 1945","311","0.004","315","0.005","322","0.005","312","0.005","337","0.005","308","0.005","307","0.004",""
"... 1946","302","0.004","316","0.005","289","0.004","344","0.005","345","0.005","320","0.005","323","0.005",""
"... 1947","309","0.004","302","0.004","344","0.005","330","0.005","296","0.004","331","0.005","327","0.005",""
"... 1948","376","0.005","367","0.005","337","0.005","369","0.005","361","0.005","357","0.005","372","0.005",""
"... 1949","383","0.006","387","0.006","361","0.005","375","0.005","361","0.005","378","0.006","349","0.005",""
"... 1950","385","0.006","392","0.006","367","0.005","398","0.006","372","0.005","392","0.006","362","0.005",""
"... 1951","393","0.006","389","0.006","372","0.005","377","0.006","348","0.005","367","0.005","377","0.006",""
"... 1952","412","0.006","393","0.006","384","0.006","363","0.005","403","0.006","400","0.006","405","0.006",""
"... 1953","417","0.006","386","0.006","358","0.005","418","0.006","348","0.005","408","0.006","391","0.006",""
"... 1954","474","0.007","436","0.006","410","0.006","413","0.006","421","0.006","410","0.006","455","0.007",""
"... 1955","439","0.006","471","0.007","478","0.007","472","0.007","450","0.007","408","0.006","448","0.007",""
"... 1956","490","0.007","523","0.008","479","0.007","478","0.007","546","0.008","509","0.007","482","0.007",""
"... 1957","489","0.007","484","0.007","502","0.007","492","0.007","513","0.007","517","0.008","480","0.007",""
"... 1958","566","0.008","558","0.008","542","0.008","491","0.007","585","0.009","523","0.008","524","0.008",""
"... 1959","534","0.008","509","0.007","502","0.007","526","0.008","502","0.007","499","0.007","552","0.008",""
"... 1960","556","0.008","574","0.008","478","0.007","500","0.007","548","0.008","511","0.007","467","0.007",""
"... 1961","556","0.008","536","0.008","521","0.008","539","0.008","487","0.007","529","0.008","527","0.008",""
"... 1962","539","0.008","542","0.008","574","0.008","530","0.008","521","0.008","535","0.008","552","0.008",""
"... 1963","588","0.008","571","0.008","549","0.008","564","0.008","551","0.008","633","0.009","526","0.008",""
"... 1964","638","0.009","628","0.009","646","0.009","603","0.009","599","0.009","603","0.009","639","0.009",""
"... 1965","621","0.009","591","0.009","624","0.009","587","0.009","608","0.009","606","0.009","640","0.009",""
"... 1966","636","0.009","616","0.009","653","0.009","615","0.009","642","0.009","588","0.009","638","0.009",""
"... 1967","619","0.009","654","0.009","660","0.01","643","0.009","684","0.01","573","0.008","644","0.009",""
"... 1968","663","0.01","699","0.01","663","0.01","688","0.01","692","0.01","693","0.01","687","0.01",""
"... 1969","730","0.011","700","0.01","678","0.01","725","0.011","752","0.011","675","0.01","712","0.01",""
"... 1970","730","0.011","694","0.01","720","0.01","671","0.01","687","0.01","725","0.011","748","0.011",""
"... 1971","767","0.011","741","0.011","699","0.01","762","0.011","730","0.011","720","0.011","754","0.011",""
"... 1972","773","0.011","738","0.011","708","0.01","702","0.01","702","0.01","762","0.011","752","0.011",""
"... 1973","783","0.011","739","0.011","767","0.011","724","0.011","742","0.011","779","0.011","746","0.011",""
"... 1974","809","0.012","817","0.012","758","0.011","755","0.011","752","0.011","756","0.011","800","0.012",""
"... 1975","841","0.012","825","0.012","881","0.013","835","0.012","801","0.012","790","0.012","848","0.012",""
"... 1976","899","0.013","847","0.012","883","0.013","871","0.013","833","0.012","913","0.013","924","0.014",""
"... 1977","940","0.014","868","0.013","894","0.013","944","0.014","894","0.013","892","0.013","892","0.013",""
"... 1978","968","0.014","989","0.014","970","0.014","986","0.014","989","0.014","976","0.014","989","0.014",""
"... 1979","967","0.014","1033","0.015","1015","0.015","1002","0.015","981","0.014","980","0.014","1020","0.015",""
"... 1980","1079","0.016","1066","0.015","1069","0.016","1113","0.016","1012","0.015","1075","0.016","1081","0.016",""
"... 1981","1142","0.017","1136","0.016","1093","0.016","1070","0.016","1091","0.016","1069","0.016","1069","0.016",""
"... 1982","1118","0.016","1158","0.017","1123","0.016","1108","0.016","1147","0.017","1104","0.016","1069","0.016",""
"... 1983","1055","0.015","1136","0.016","1102","0.016","1076","0.016","1084","0.016","1046","0.015","1084","0.016",""
"... 1984","1137","0.016","1124","0.016","1150","0.017","1126","0.016","1089","0.016","1101","0.016","1056","0.015",""
"... 1985","1116","0.016","1108","0.016","1120","0.016","1106","0.016","1131","0.016","1112","0.016","1056","0.015",""
"... 1986","1071","0.015","1057","0.015","1141","0.017","1115","0.016","1141","0.017","1104","0.016","1101","0.016",""
"... 1987","1075","0.016","1050","0.015","1145","0.017","1055","0.015","1098","0.016","1095","0.016","1100","0.016",""
"... 1988","1085","0.016","1101","0.016","1068","0.016","1074","0.016","1090","0.016","1028","0.015","1050","0.015",""
"... 1989","1065","0.015","1150","0.017","1045","0.015","1023","0.015","1107","0.016","1018","0.015","1053","0.015",""
"... 1990","1032","0.015","1058","0.015","1071","0.016","1102","0.016","1041","0.015","1106","0.016","1099","0.016",""
"... 1991","1085","0.016","1029","0.015","1058","0.015","1079","0.016","1002","0.015","1101","0.016","1045","0.015",""
"... 1992","1115","0.016","1135","0.016","1046","0.015","1089","0.016","1072","0.016","1031","0.015","1082","0.016",""
"... 1993","1082","0.016","1125","0.016","1085","0.016","1090","0.016","1044","0.015","1122","0.016","1078","0.016",""
"... 1994","1141","0.016","1089","0.016","1108","0.016","1084","0.016","1101","0.016","1094","0.016","1124","0.016",""
"... 1995","1163","0.017","1222","0.018","1171","0.017","1120","0.016","1141","0.017","1179","0.017","1174","0.017",""
"... 1996","1243","0.018","1229","0.018","1232","0.018","1204","0.018","1176","0.017","1187","0.017","1167","0.017",""
"... 1997","1287","0.019","1293","0.019","1257","0.018","1226","0.018","1266","0.018","1220","0.018","1300","0.019",""
"... 1998","1316","0.019","1441","0.021","1380","0.02","1378","0.02","1367","0.02","1336","0.02","1337","0.02",""
"... 1999","1576","0.023","1584","0.023","1555","0.023","1597","0.023","1564","0.023","1546","0.023","1566","0.023",""
"... 2000","1832","0.026","1830","0.026","1868","0.027","1815","0.026","1739","0.025","1861","0.027","1842","0.027",""
"... 2001","1996","0.029","2095","0.03","2100","0.03","2057","0.03","2073","0.03","2114","0.031","2077","0.03",""
"... 2002","1937","0.028","1859","0.027","1954","0.028","1864","0.027","1889","0.028","1865","0.027","1878","0.027",""
"... 2003","807","0.012","761","0.011","731","0.011","828","0.012","709","0.01","797","0.012","776","0.011",""
"... 2004","763","0.011","790","0.011","684","0.01","764","0.011","792","0.012","732","0.011","747","0.011",""
"... 2005","795","0.011","818","0.012","747","0.011","768","0.011","788","0.011","770","0.011","754","0.011",""
"... 2006","837","0.012","810","0.012","781","0.011","827","0.012","791","0.012","778","0.011","763","0.011",""
"... 2007","821","0.012","790","0.011","826","0.012","851","0.012","832","0.012","806","0.012","798","0.012",""
"... 2008","830","0.012","843","0.012","868","0.013","848","0.012","926","0.013","811","0.012","805","0.012",""
"... 2009","783","0.011","827","0.012","849","0.012","778","0.011","826","0.012","807","0.012","883","0.013",""
"... 2010","843","0.012","819","0.012","824","0.012","835","0.012","885","0.013","807","0.012","896","0.013",""
"... 2011","849","0.012","927","0.013","894","0.013","846","0.012","884","0.013","840","0.012","858","0.013",""
"... 2012","939","0.014","900","0.013","972","0.014","913","0.013","940","0.014","914","0.013","910","0.013",""
"... 2013","930","0.013","942","0.014","961","0.014","929","0.014","927","0.013","924","0.014","930","0.014",""
"... 2014","1008","0.015","964","0.014","995","0.014","970","0.014","993","0.014","925","0.014","995","0.015",""
"... 2015","994","0.014","1058","0.015","1019","0.015","1027","0.015","973","0.014","1012","0.015","1017","0.015",""
"... 2016","1012","0.015","989","0.014","1016","0.015","940","0.014","1032","0.015","1024","0.015","946","0.014",""
"... 2017","923","0.013","941","0.014","942","0.014","920","0.013","946","0.014","969","0.014","926","0.014",""
"... 2018","946","0.014","934","0.013","975","0.014","978","0.014","1030","0.015","948","0.014","898","0.013",""
"... 2019","687","0.01","736","0.011","751","0.011","741","0.011","758","0.011","810","0.012","750","0.011",""
"... 2020","191","0.003","209","0.003","206","0.003","214","0.003","190","0.003","208","0.003","195","0.003",""
